PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,DOI,FCD sample size >200 ,Notes on Location information,Include
25830116,Long-term surgery outcome for epilepsy and psychogenic nonepileptic seizures in a child with anterior cingulate gyrus dysplasia,"Mirandola L, Meletti S, Cantalupo G.",Epilepsy Behav Case Rep. 2015 Feb 24;3:20-2. doi: 10.1016/j.ebcr.2015.01.002. eCollection 2015.,Mirandola L,Epilepsy Behav Case Rep,2015,10.1016/j.ebcr.2015.01.002,n,,
17621529,Differentiating between benign and less benign: epilepsy surgery in symptomatic frontal lobe epilepsy associated with benign focal epileptiform discharges of childhood,"AltenmÙller DM, Schulze-Bonhage A.",J Child Neurol. 2007 Apr;22(4):456-61. doi: 10.1177/0883073807301919.,AltenmÙller DM,J Child Neurol,2007,10.1177/0883073807301919,n,,
11741117,Pathology and neuroimaging in pediatric temporal lobectomy for intractable epilepsy,"Sinclair DB, Wheatley M, Aronyk K, Hao C, Snyder T, Colmers W, McKean JD.",Pediatr Neurosurg. 2001 Nov;35(5):239-46. doi: 10.1159/000050429.,Sinclair DB,Pediatr Neurosurg,2001,10.1159/000050429,n,,
17565595,Epilepsy surgery in children with gliomatosis cerebri,"Maton B, Resnick T, Jayakar P, Morrison G, Duchowny M.",Epilepsia. 2007 Aug;48(8):1485-90. doi: 10.1111/j.1528-1167.2007.01125.x. Epub 2007 Jun 12.,Maton B,Epilepsia,2007,10.1111/j.1528-1167.2007.01125.x,n,,
11425928,Temporal lobe epilepsy due to hippocampal sclerosis in pediatric candidates for epilepsy surgery,"Mohamed A, Wyllie E, Ruggieri P, Kotagal P, Babb T, Hilbig A, Wylie C, Ying Z, Staugaitis S, Najm I, Bulacio J, Foldvary N, LÙders H, Bingaman W.",Neurology. 2001 Jun 26;56(12):1643-9. doi: 10.1212/wnl.56.12.1643.,Mohamed A,Neurology,2001,10.1212/wnl.56.12.1643,n,,
23908666,Temporal lobe epilepsy surgery in children versus adults: from etiologies to outcomes,"Lee YJ, Lee JS.",Korean J Pediatr. 2013 Jul;56(7):275-81. doi: 10.3345/kjp.2013.56.7.275. Epub 2013 Jul 19.,Lee YJ,Korean J Pediatr,2013,10.3345/kjp.2013.56.7.275,n,,
25659959,Impact of intraoperative MRI on outcomes in epilepsy surgery: preliminary experience of two years,"Kurwale NS, Chandra SP, Chouksey P, Arora A, Garg A, Sarkar C, Bal C, Tripathi M.",Br J Neurosurg. 2015 Jun;29(3):380-5. doi: 10.3109/02688697.2014.1003034. Epub 2015 Feb 7.,Kurwale NS,Br J Neurosurg,2015,10.3109/02688697.2014.1003034,n,,
22682771,Neurogenesis in temporal lobe epilepsy: relationship between histological findings and changes in dentate gyrus proliferative properties,"Marucci G, Giulioni M, Rubboli G, Paradisi M, Fernàndez M, Del Vecchio G, Pozzati E.",Clin Neurol Neurosurg. 2013 Feb;115(2):187-91. doi: 10.1016/j.clineuro.2012.05.012. Epub 2012 Jun 6.,Marucci G,Clin Neurol Neurosurg,2013,10.1016/j.clineuro.2012.05.012,n,,
26339959,Epilepsy surgery related to pediatric brain tumors: Miami Children's Hospital experience,"Fallah A, Weil AG, Sur S, Miller I, Jayakar P, Morrison G, Bhatia S, Ragheb J.",J Neurosurg Pediatr. 2015 Dec;16(6):675-80. doi: 10.3171/2015.4.PEDS14476. Epub 2015 Sep 4.,Fallah A,J Neurosurg Pediatr,2015,10.3171/2015.4.PEDS14476,n,,
18462763,[On the best strategies on the best results for surgery of frontal epilepsy],"Trottier S, Landr_ E, Biraben A, Chassoux F, Pasnicu A, Scarabin JM, Turak B, Devaux B.",Neurochirurgie. 2008 May;54(3):388-98. doi: 10.1016/j.neuchi.2008.02.040. Epub 2008 May 7.,Trottier S,Neurochirurgie,2008,10.1016/j.neuchi.2008.02.040,n,,
17412615,Epilepsy surgery in tuberous sclerosis: the Dutch experience,"Jansen FE, Van Huffelen AC, Van Rijen PC, Leijten FS, Jennekens-Schinkel A, Gosselaar P, Van Nieuwenhuizen O; Dutch Collaborative Epilepsy Surgery Programme.",Seizure. 2007 Jul;16(5):445-53. doi: 10.1016/j.seizure.2007.03.001. Epub 2007 Apr 6.,Jansen FE,Seizure,2007,10.1016/j.seizure.2007.03.001,n,,
19896803,MEG time-frequency analyses for pre- and post-surgical evaluation of patients with epileptic rhythmic fast activity,"Sueda K, Takeuchi F, Shiraishi H, Nakane S, Asahina N, Kohsaka S, Nakama H, Otsuki T, Sawamura Y, Saitoh S.",Epilepsy Res. 2010 Feb;88(2-3):100-7. doi: 10.1016/j.eplepsyres.2009.10.002. Epub 2009 Nov 6.,Sueda K,Epilepsy Res,2010,10.1016/j.eplepsyres.2009.10.002,n,,
7588588,"The pathophysiologic relationships between lesion pathology, intracranial ictal EEG onsets, and hippocampal neuron losses in temporal lobe epilepsy","Mathern GW, Babb TL, Pretorius JK, Melendez M, L_vesque MF.",Epilepsy Res. 1995 Jun;21(2):133-47. doi: 10.1016/0920-1211(95)00014-2.,Mathern GW,Epilepsy Res,1995,10.1016/0920-1211(95)00014-2,n,,
15015766,Pleomorphic xanthoastrocytoma: a developmental glioneuronal tumor with prominent glioproliferative changes,"Im SH, Chung CK, Kim SK, Cho BK, Kim MK, Chi JG.",J Neurooncol. 2004 Jan;66(1-2):17-27. doi: 10.1023/b:neon.0000013473.29458.9a.,Im SH,J Neurooncol,2004,10.1023/b:neon.0000013473.29458.9a,n,,
10963477,Surgical outcome of epilepsy patients evaluated with a noninvasive protocol,"Ozkara C, Ozyurt E, Hanoglu L, Eskazan E, Dervent A, Koçer N, Ozmen M, Onat F, Oz B, Kuday C.",Epilepsia. 2000;41 Suppl 4:S41-4. doi: 10.1111/j.1528-1157.2000.tb01545.x.,Ozkara C,Epilepsia,2000,10.1111/j.1528-1157.2000.tb01545.x,n,,
9339872,Spontaneous remission of childhood epilepsy in two patients with focal extraopercular cortical dysplasia,"Gambardella A, Le Piane E, Oliveri RL, Zappia M, Pardatscher K, Quattrone A, Aguglia U.",Brain Dev. 1997 Sep;19(6):422-5. doi: 10.1016/s0387-7604(97)00047-8.,Gambardella A,Brain Dev,1997,10.1016/s0387-7604(97)00047-8,n,,
19506888,Cingulate epilepsy in a child with a low-grade glioma,"De Rose M, Luzi M, Trignani R, Passamonti C, Zamponi N, Lavano A, Rychlicki F.",Childs Nerv Syst. 2009 Nov;25(11):1507-11. doi: 10.1007/s00381-009-0919-2. Epub 2009 Jun 9.,De Rose M,Childs Nerv Syst,2009,10.1007/s00381-009-0919-2,n,,
21493023,Histopathology of cortex and white matter in pediatric epileptic spasms: comparison with those of partial seizures,"Inage Y, Halliday WC, Go C, Ochi A, Akiyama T, Akiyama M, Widjaja E, Otsubo H.",Brain Dev. 2012 Feb;34(2):118-23. doi: 10.1016/j.braindev.2011.03.009. Epub 2011 Apr 13.,Inage Y,Brain Dev,2012,10.1016/j.braindev.2011.03.009,n,,
29137921,Intraoperative definition of bottom-of-sulcus dysplasia using intraoperative ultrasound and single depth electrode recording - A technical note,"Miller D, Carney P, Archer JS, Fitt GJ, Jackson GD, Bulluss KJ.",J Clin Neurosci. 2018 Feb;48:191-195. doi: 10.1016/j.jocn.2017.10.045. Epub 2017 Nov 11.,Miller D,J Clin Neurosci,2018,10.1016/j.jocn.2017.10.045,n,,
22988886,Intracranial evaluation of the epileptogenic zone in regional infrasylvian polymicrogyria,"Ramantani G, Koessler L, Colnat-Coulbois S, Vignal JP, Isnard J, Catenoix H, Jonas J, Zentner J, Schulze-Bonhage A, Maillard LG.",Epilepsia. 2013 Feb;54(2):296-304. doi: 10.1111/j.1528-1167.2012.03667.x. Epub 2012 Sep 18.,Ramantani G,Epilepsia,2013,10.1111/j.1528-1167.2012.03667.x,n,,
27500774,The paramedian supracerebellar transtentorial approach to the mediobasal temporal region,"Grigoryan YA, Sitnikov AR, Timoshenkov AV, Grigoryan GY.",Zh Vopr Neirokhir Im N N Burdenko. 2016;80(4):48-62. doi: 10.17116/neiro201680448-62.,Grigoryan YA,Zh Vopr Neirokhir Im N N Burdenko,2016,10.17116/neiro201680448-62,n,,
23031744,Source reconstruction based on subdural EEG recordings adds to the presurgical evaluation in refractory frontal lobe epilepsy,"Ramantani G, Cosandier-Rim_l_ D, Schulze-Bonhage A, Maillard L, Zentner J, DÙmpelmann M.",Clin Neurophysiol. 2013 Mar;124(3):481-91. doi: 10.1016/j.clinph.2012.09.001. Epub 2012 Sep 30.,Ramantani G,Clin Neurophysiol,2013,10.1016/j.clinph.2012.09.001,n,,
25278241,"Intractable occipital lobe epilepsy: clinical characteristics, surgical treatment, and a systematic review of the literature","Yang PF, Jia YZ, Lin Q, Mei Z, Chen ZQ, Zheng ZY, Zhang HJ, Pei JS, Tian J, Zhong ZH.",Acta Neurochir (Wien). 2015 Jan;157(1):63-75. doi: 10.1007/s00701-014-2217-3. Epub 2014 Oct 3.,Yang PF,Acta Neurochir (Wien),2015,10.1007/s00701-014-2217-3,n,,
17868055,Intralesional recordings and epileptogenic zone in focal polymicrogyria,"Chassoux F, Landre E, Rodrigo S, Beuvon F, Turak B, Semah F, Devaux B.",Epilepsia. 2008 Jan;49(1):51-64. doi: 10.1111/j.1528-1167.2007.01267.x. Epub 2007 Sep 12.,Chassoux F,Epilepsia,2008,10.1111/j.1528-1167.2007.01267.x,n,,
18812963,Outcome of extratemporal epilepsy surgery experience of a single center,"Elsharkawy AE, Pannek H, Schulz R, Hoppe M, Pahs G, Gyimesi C, Nayel M, Issa A, Ebner A.",Neurosurgery. 2008 Sep;63(3):516-25; discussion 525-6. doi: 10.1227/01.NEU.0000324732.36396.E9.,Elsharkawy AE,Neurosurgery,2008,10.1227/01.NEU.0000324732.36396.E9,n,,
26660199,Seizures with tonic posturing: Semiologic difference between supplementary sensorimotor area (SSMA) origin and extra-SSMA origin,"Sitthinamsuwan B, Usui N, Tottori T, Terada K, Kondo A, Matsuda K, Baba K, Inoue Y.",Epilepsia. 2016 Feb;57(2):e39-44. doi: 10.1111/epi.13283. Epub 2015 Dec 13.,Sitthinamsuwan B,Epilepsia,2016,10.1111/epi.13283,n,,
22136897,Epileptic motor behaviors during sleep: anatomo-electro-clinical features,"Proserpio P, Cossu M, Francione S, Gozzo F, Lo Russo G, Mai R, Moscato A, Schiariti M, Sartori I, Tassi L, Nobili L.",Sleep Med. 2011 Dec;12 Suppl 2:S33-8. doi: 10.1016/j.sleep.2011.10.018.,Proserpio P,Sleep Med,2011,10.1016/j.sleep.2011.10.018,n,,
26415548,Three cases of right frontal megalencephaly: Clinical characteristics and long-term outcome,"Ono Y, Saito Y, Maegaki Y, Tohyama J, Montassir H, Fujii S, Sugai K, Ohno K.",Brain Dev. 2016 Mar;38(3):302-9. doi: 10.1016/j.braindev.2015.09.005. Epub 2015 Sep 26.,Ono Y,Brain Dev,2016,10.1016/j.braindev.2015.09.005,n,,
28910748,Local functional connectivity density is closely associated with the response of electroconvulsive therapy in major depressive disorder,"Wang J, Wei Q, Yuan X, Jiang X, Xu J, Zhou X, Tian Y, Wang K.",J Affect Disord. 2018 Jan 1;225:658-664. doi: 10.1016/j.jad.2017.09.001. Epub 2017 Sep 6.,Wang J,J Affect Disord,2018,10.1016/j.jad.2017.09.001,n,,
22902651,Individually tailored extratemporal epilepsy surgery in children: anatomo-electro-clinical features and outcome predictors in a population of 53 cases,"Liava A, Francione S, Tassi L, Lo Russo G, Cossu M, Mai R, Darra F, Fontana E, Dalla Bernardina B.",Epilepsy Behav. 2012 Sep;25(1):68-80. doi: 10.1016/j.yebeh.2012.05.008. Epub 2012 Aug 17.,Liava A,Epilepsy Behav,2012,10.1016/j.yebeh.2012.05.008,n,,
20043747,Seizure control outcomes after resection of dysembryoplastic neuroepithelial tumor in 50 patients,"Chang EF, Christie C, Sullivan JE, Garcia PA, Tihan T, Gupta N, Berger MS, Barbaro NM.",J Neurosurg Pediatr. 2010 Jan;5(1):123-30. doi: 10.3171/2009.8.PEDS09368.,Chang EF,J Neurosurg Pediatr,2010,10.3171/2009.8.PEDS09368,n,,
26086907,Seizures Outcome After Stereoelectroencephalography-Guided Thermocoagulations in Malformations of Cortical Development Poorly Accessible to Surgical Resection,"Catenoix H, Mauguière F, Montavont A, Ryvlin P, Gu_not M, Isnard J.",Neurosurgery. 2015 Jul;77(1):9-14; discussion 14-5. doi: 10.1227/NEU.0000000000000723.,Catenoix H,Neurosurgery,2015,10.1227/NEU.0000000000000723,n,,
18058111,Outcomes after surgery for focal epilepsy in children,"Kan P, Van Orman C, Kestle JR.",Childs Nerv Syst. 2008 May;24(5):587-91. doi: 10.1007/s00381-007-0545-9. Epub 2007 Dec 6.,Kan P,Childs Nerv Syst,2008,10.1007/s00381-007-0545-9,n,,
24853765,Paediatric epilepsy surgery in the posterior cortex: a study of 62 cases,"Liava A, Mai R, Tassi L, Cossu M, Sartori I, Nobili L, Lo Russo G, Francione S.",Epileptic Disord. 2014 Jun;16(2):141-64. doi: 10.1684/epd.2014.0648.,Liava A,Epileptic Disord,2014,10.1684/epd.2014.0648,n,,
26090841,Stereoelectroencephalography-guided radiofrequency thermocoagulation in the epileptogenic zone: a retrospective study on 89 cases,"Cossu M, Fuschillo D, Casaceli G, Pelliccia V, Castana L, Mai R, Francione S, Sartori I, Gozzo F, Nobili L, Tassi L, Cardinale F, Lo Russo G.",J Neurosurg. 2015 Dec;123(6):1358-67. doi: 10.3171/2014.12.JNS141968. Epub 2015 Jun 19.,Cossu M,J Neurosurg,2015,10.3171/2014.12.JNS141968,n,,
18466929,[Surgical resections in functional areas: report of 89 cases],"Devaux B, Chassoux F, Landr_ E, Turak B, Abou-Salma Z, Mann M, Pallud J, Baudouin-Chial S, Varlet P, Rodrigo S, Nataf F, Roux FX.",Neurochirurgie. 2008 May;54(3):409-17. doi: 10.1016/j.neuchi.2008.02.027. Epub 2008 May 7.,Devaux B,Neurochirurgie,2008,10.1016/j.neuchi.2008.02.027,n,,
8404738,Temporal lobe epilepsy in early childhood,"Wyllie E, Chee M, Granstr_m ML, DelGiudice E, Estes M, Comair Y, Pizzi M, Kotagal P, Bourgeois B, LÙders H.",Epilepsia. 1993 Sep-Oct;34(5):859-68. doi: 10.1111/j.1528-1157.1993.tb02103.x.,Wyllie E,Epilepsia,1993,10.1111/j.1528-1157.1993.tb02103.x,n,,
23793966,Long-term outcome of surgical treatment of patients with intractable epilepsy associated with schizencephaly,"Choi HY, Koh EJ.",Acta Neurochir (Wien). 2013 Sep;155(9):1717-24. doi: 10.1007/s00701-013-1791-0. Epub 2013 Jun 23.,Choi HY,Acta Neurochir (Wien),2013,10.1007/s00701-013-1791-0,n,,
21200098,[Clinical characteristics and operative effect of hippocampus lesions],"Jiang X, Yang Z, Yuan X, Wu J, Yuan D, Li X, Hou Y.",Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2010 Dec;35(12):1282-7. doi: 10.3969/j.issn.1672-7347.2010.12.014.,Jiang X,Zhong Nan Da Xue Xue Bao Yi Xue Ban,2010,10.3969/j.issn.1672-7347.2010.12.014,n,,
23886584,Effects of dual pathology on cognitive outcome following left anterior temporal lobectomy for treatment of epilepsy,"Prayson BE, Prayson RA, Kubu CS, Bingaman W, Najm IM, Busch RM.",Epilepsy Behav. 2013 Sep;28(3):426-31. doi: 10.1016/j.yebeh.2013.05.040. Epub 2013 Jul 23.,Prayson BE,Epilepsy Behav,2013,10.1016/j.yebeh.2013.05.040,n,,
22961971,Living donor liver transplantation using grafts with hepatic cysts,"Sakamoto S, Nosaka S, Shigeta T, Uchida H, Hamano I, Karaki C, Kanazawa H, Fukuda A, Nakazawa A, Kasahara M.",Liver Transpl. 2012 Dec;18(12):1415-20. doi: 10.1002/lt.23546. Epub 2012 Oct 8.,Sakamoto S,Liver Transpl,2012,10.1002/lt.23546,n,,
32821168,Altered Functional Connectivity Density in Young Survivors of Acute Lymphoblastic Leukemia Using Resting-State fMRI,"Chen L, Zhan Y, He F, Zhang S, Wu L, Gong H, Zhou F, Zeng X, Xu H.",Cancer Manag Res. 2020 Aug 7;12:7033-7041. doi: 10.2147/CMAR.S253202. eCollection 2020.,Chen L,Cancer Manag Res,2020,10.2147/CMAR.S253202,n,,
19289694,Benign lesions accompanied by intractable epilepsy in children,"Alexiou GA, Varela M, Sfakianos G, Prodromou N.",J Child Neurol. 2009 Jun;24(6):697-700. doi: 10.1177/0883073808331079. Epub 2009 Mar 16.,Alexiou GA,J Child Neurol,2009,10.1177/0883073808331079,n,,
19730775,Atypical speech activations: PET results of 92 patients with left-hemispheric epilepsy,"Tanriverdi T, Klein D, Mok K, Milot S, Al-Hashel J, Poulin N, Olivier A.",Acta Neurochir (Wien). 2009 Oct;151(10):1175-90. doi: 10.1007/s00701-009-0373-7.,Tanriverdi T,Acta Neurochir (Wien),2009,10.1007/s00701-009-0373-7,n,,
10068310,Temporal lobe microdysgenesis in epilepsy versus control brains,"Kasper BS, Stefan H, Buchfelder M, Paulus W.",J Neuropathol Exp Neurol. 1999 Jan;58(1):22-8. doi: 10.1097/00005072-199901000-00003.,Kasper BS,J Neuropathol Exp Neurol,1999,10.1097/00005072-199901000-00003,n,,
19165515,Dysembryoplastic neuroepithelial tumor: a clinicopathological study of 32 cases,"Sharma MC, Jain D, Gupta A, Sarkar C, Suri V, Garg A, Gaikwad SB, Chandra PS.",Neurosurg Rev. 2009 Apr;32(2):161-9; discussion 169-70. doi: 10.1007/s10143-008-0181-1. Epub 2009 Jan 23.,Sharma MC,Neurosurg Rev,2009,10.1007/s10143-008-0181-1,n,,
32842161,Hyperkinetic Seizures with Ictal Fear as Localizing Ictal Signs in MRI-Negative Medial Frontal Lobe Epilepsy,"Cloppenborg T, Albers K, Kalbhenn T, Woermann FG, Bien CG, Polster T.",Neuropediatrics. 2020 Aug 25. doi: 10.1055/s-0040-1715630. Online ahead of print.,Cloppenborg T,Neuropediatrics,2020,10.1055/s-0040-1715630,n,,
24991990,Adhesive small-bowel obstruction: value of CT in identifying findings associated with the effectiveness of nonsurgical treatment,"Millet I, Ruyer A, Alili C, Curros Doyon F, Molinari N, Pages E, Zins M, Taourel P.",Radiology. 2014 Nov;273(2):425-32. doi: 10.1148/radiol.14132872. Epub 2014 Jul 4.,Millet I,Radiology,2014,10.1148/radiol.14132872,n,,
17868049,Surgery for medically intractable temporal lobe epilepsy during early life,"Maton B, Jayakar P, Resnick T, Morrison G, Ragheb J, Duchowny M.",Epilepsia. 2008 Jan;49(1):80-7. doi: 10.1111/j.1528-1167.2007.01315.x. Epub 2007 Sep 12.,Maton B,Epilepsia,2008,10.1111/j.1528-1167.2007.01315.x,n,,
24119337,Outcome of lesionectomy in medically refractory epilepsy due to non-mesial temporal sclerosis (non-MTS) lesions,"Dhiman V, Rao S, Sinha S, Arimappamagan A, Mahadevan A, Bharath RD, Saini J, Jamuna R, Keshav Kumar J, Rao SL, Chandramouli BA, Satishchandra P, Shankar SK.",Clin Neurol Neurosurg. 2013 Dec;115(12):2445-53. doi: 10.1016/j.clineuro.2013.09.008. Epub 2013 Sep 23.,Dhiman V,Clin Neurol Neurosurg,2013,10.1016/j.clineuro.2013.09.008,n,,
23926432,Presurgical EEG-fMRI in a complex clinical case with seizure recurrence after epilepsy surgery,"Zhang J, Liu Q, Mei S, Zhang X, Wang X, Liu W, Chen H, Xia H, Zhou Z, Li Y.",Neuropsychiatr Dis Treat. 2013;9:1003-10. doi: 10.2147/NDT.S47099. Epub 2013 Jul 26.,Zhang J,Neuropsychiatr Dis Treat,2013,10.2147/NDT.S47099,n,,
32823264,Orbitofrontal epilepsy: distinct neuronal networks underlying electroclinical subtypes and surgical outcomes,"Zhao B, Zhang C, Wang X, Wang Y, Mo J, Zheng Z, Ai L, Zhang K, Zhang J, Shao XQ, Hu W.",J Neurosurg. 2020 Aug 21:1-11. doi: 10.3171/2020.5.JNS20477. Online ahead of print.,Zhao B,J Neurosurg,2020,10.3171/2020.5.JNS20477,n,,
22425715,Frontal lobe epilepsy with atypical seizure semiology resembling shuddering attacks or wet dog shake seizures,"Jahodova A, Krsek P, Komarek V, Kudr M, Kyncl M, Zamecnik J, Tichy M.",Epileptic Disord. 2012 Mar;14(1):69-75. doi: 10.1684/epd.2012.0495.,Jahodova A,Epileptic Disord,2012,10.1684/epd.2012.0495,n,,
11827887,Analysis of the cerebral cortex in holoprosencephaly with attention to the sylvian fissures,"Barkovich AJ, Simon EM, Clegg NJ, Kinsman SL, Hahn JS.",AJNR Am J Neuroradiol. 2002 Jan;23(1):143-50.,Barkovich AJ,AJNR Am J Neuroradiol,2002,,n,,
21208813,Surgical outcome of gelastic epilepsy of frontal lobe origin: a case report,"Hu WH, Zhang K, Shao XQ, Li D, Bai Q, Qiao H, Meng FG, Zhang JG.",Seizure. 2011 May;20(4):352-6. doi: 10.1016/j.seizure.2010.12.004. Epub 2011 Jan 3.,Hu WH,Seizure,2011,10.1016/j.seizure.2010.12.004,n,,
22380859,Epilepsy surgery in tuberous sclerosis: a review,"Evans LT, Morse R, Roberts DW.",Neurosurg Focus. 2012 Mar;32(3):E5. doi: 10.3171/2012.1.FOCUS11330.,Evans LT,Neurosurg Focus,2012,10.3171/2012.1.FOCUS11330,n,,
33137632,Dual/double pathology in neurocysticercosis causing drug resistant epilepsy - Chance association or causal?,"Mhatre R, Poyuran R, Arimappamagan A, Sinha S, Kulanthaivelu K, Kenchaiah R, Ajay A, Chowdary RM, Saini J, Bharath RD, Zanzmera P, Seetharam R, Sadashiva N, Jamuna R, Satishchandra P, Malla BR, Sk S, Anita M.",Epilepsy Res. 2020 Sep 22;168:106472. doi: 10.1016/j.eplepsyres.2020.106472. Online ahead of print.,Mhatre R,Epilepsy Res,2020,10.1016/j.eplepsyres.2020.106472,n,,
22964443,Long-term outcomes of epilepsy surgery in school-aged children with partial epilepsy,"Liang S, Wang S, Zhang J, Ding C, Zhang Z, Fu X, Hu X, Meng X, Jiang H, Zhang S.",Pediatr Neurol. 2012 Oct;47(4):284-90. doi: 10.1016/j.pediatrneurol.2012.06.014.,Liang S,Pediatr Neurol,2012,10.1016/j.pediatrneurol.2012.06.014,n,,
18338935,Ganglioglioma associated with cerebral cortical dysplasia: an unusual case with extensive leptomeningeal involvement,"Saad AG, Jayarao M, Chin LS, Delalle I.",Pediatr Dev Pathol. 2008 Nov-Dec;11(6):474-8. doi: 10.2350/07-10-0360.1. Epub 2008 Feb 25.,Saad AG,Pediatr Dev Pathol,2008,10.2350/07-10-0360.1,n,,
32746596,"[Clinicopathologic characteristics and causes of difficulty in locating the ""difficult to locate"" intractable epilepsy]","Li CJ, Lin YX, Wang F, Wang XF, Yao PS, Yu LH, Kang DZ.",Zhonghua Yi Xue Za Zhi. 2020 Aug 4;100(29):2268-2272. doi: 10.3760/cma.j.cn112137-20191115-02481.,Li CJ,Zhonghua Yi Xue Za Zhi,2020,10.3760/cma.j.cn112137-20191115-02481,n,,
21763947,SISCOM in children with tuberous sclerosis complex-related epilepsy,"Aboian MS, Wong-Kisiel LC, Rank M, Wetjen NM, Wirrell EC, Witte RJ.",Pediatr Neurol. 2011 Aug;45(2):83-8. doi: 10.1016/j.pediatrneurol.2011.05.001.,Aboian MS,Pediatr Neurol,2011,10.1016/j.pediatrneurol.2011.05.001,n,,
21933755,Superselective anterior temporal resection in mesial temporal lobe epilepsy,"Cordeiro JG, Wagner K, Trippel M, Zentner J, Schulze-Bonhage A.",Epileptic Disord. 2011 Sep;13(3):284-90. doi: 10.1684/epd.2011.0460.,Cordeiro JG,Epileptic Disord,2011,10.1684/epd.2011.0460,n,,
28725554,Successful surgical management of New Onset Refractory Status Epilepticus (NORSE) presenting with gelastic seizures in a 3æyear old girl,"Marashly A, Lew S, Koop J.",Epilepsy Behav Case Rep. 2017 May 22;8:18-26. doi: 10.1016/j.ebcr.2017.05.002. eCollection 2017.,Marashly A,Epilepsy Behav Case Rep,2017,10.1016/j.ebcr.2017.05.002,n,,
32913955,Frontal disconnection surgery for drug-resistant epilepsy: Outcome in a series of 16 patients,"Kamalboor H, Alhindi H, Alotaibi F, Althubaiti I, Alkhateeb M.",Epilepsia Open. 2020 Aug 14;5(3):475-486. doi: 10.1002/epi4.12424. eCollection 2020 Sep.,Kamalboor H,Epilepsia Open,2020,10.1002/epi4.12424,n,,
19442538,Comparison of various imaging modalities in localization of epileptogenic lesion using epilepsy surgery outcome in pediatric patients,"Kim JT, Bai SJ, Choi KO, Lee YJ, Park HJ, Kim DS, Kim HD, Lee JS.",Seizure. 2009 Sep;18(7):504-10. doi: 10.1016/j.seizure.2009.04.012. Epub 2009 May 13.,Kim JT,Seizure,2009,10.1016/j.seizure.2009.04.012,n,,
32234989,Utility of magnetic source imaging in nonlesional focal epilepsy: a prospective study,"Mohamed IS, Toffa DH, Robert M, Cossette P, B_rub_ AA, Saint-Hilaire JM, Bouthillier A, Nguyen DK.",Neurosurg Focus. 2020 Apr 1;48(4):E16. doi: 10.3171/2020.1.FOCUS19877.,Mohamed IS,Neurosurg Focus,2020,10.3171/2020.1.FOCUS19877,n,,
32949471,Value of 7T MRI and post-processing in patients with nonlesional 3T MRI undergoing epilepsy presurgical evaluation,"Wang I, Oh S, BlÙmcke I, Coras R, Krishnan B, Kim S, McBride A, Grinenko O, Lin Y, Overmyer M, Aung TT, Lowe M, Larvie M, Alexopoulos AV, Bingaman W, Gonzalez-Martinez JA, Najm I, Jones SE.",Epilepsia. 2020 Sep 19. doi: 10.1111/epi.16682. Online ahead of print.,Wang I,Epilepsia,2020,10.1111/epi.16682,n,,
15505165,Subependymal giant cell tumors in tuberous sclerosis complex,"Goh S, Butler W, Thiele EA.",Neurology. 2004 Oct 26;63(8):1457-61. doi: 10.1212/01.wnl.0000142039.14522.1a.,Goh S,Neurology,2004,10.1212/01.wnl.0000142039.14522.1a,n,,
23752069,"Dysembryoplastic neuroepithelial tumor: a clinical, neuroradiological, and pathological study of 15 cases","Zhang JG, Hu WZ, Zhao RJ, Kong LF.",J Child Neurol. 2014 Nov;29(11):1441-7. doi: 10.1177/0883073813490831. Epub 2013 Jun 10.,Zhang JG,J Child Neurol,2014,10.1177/0883073813490831,n,,
15351089,Hot water epilepsy and focal malformation of the parietal cortex development,"Grosso S, Farnetani MA, Francione S, Galluzzi P, Vatti G, Cordelli DM, Morgese G, Balestri P.",Brain Dev. 2004 Oct;26(7):490-3. doi: 10.1016/j.braindev.2003.12.004.,Grosso S,Brain Dev,2004,10.1016/j.braindev.2003.12.004,n,,
11737165,Operative results without invasive monitoring in patients with frontal lobe epileptogenic lesions,"Mariottini A, Lombroso CT, DeGirolami U, Fois A, Buoni S, DiTroia AM, Farnetani MA, Palma L, Zalaffi A, Black PM.",Epilepsia. 2001 Oct;42(10):1308-15. doi: 10.1046/j.1528-1157.2001.29400.x.,Mariottini A,Epilepsia,2001,10.1046/j.1528-1157.2001.29400.x,n,,
15971355,Epilepsy surgery outcome in children with tuberous sclerosis complex evaluated with alpha-[11C]methyl-L-tryptophan positron emission tomography (PET),"Kagawa K, Chugani DC, Asano E, Juhàsz C, Muzik O, Shah A, Shah J, Sood S, Kupsky WJ, Mangner TJ, Chakraborty PK, Chugani HT.",J Child Neurol. 2005 May;20(5):429-38. doi: 10.1177/08830738050200050701.,Kagawa K,J Child Neurol,2005,10.1177/08830738050200050701,n,,
32672117,Emerging indications for stereotactic laser interstitial thermal therapy in pediatric neurosurgery,"Remick M, McDowell MM, Gupta K, Felker J, Abel TJ.",Int J Hyperthermia. 2020 Jul;37(2):84-93. doi: 10.1080/02656736.2020.1769868.,Remick M,Int J Hyperthermia,2020,10.1080/02656736.2020.1769868,n,,
